Time,trustor,trustee,pkts_f,pkts_d,pdr,frds,coi
1580,12,7,4,2,0.666666667,0,0
1581,14,5,6,0,1,0,1
1581,4,6,4,6,0.4,0,0
1582,9,14,3,0,1,0,0
1583,9,5,3,0,1,1,0
1583,4,14,2,8,0.2,1,0
1583,13,7,4,6,0.4,0,0
1584,14,4,9,1,0.9,1,0
1584,4,8,3,7,0.3,0,0
1585,6,15,2,0,1,0,0
1586,6,5,2,0,1,1,1
1586,4,11,5,4,0.555555556,0,0
1586,11,9,7,1,0.875,0,0
1587,13,1,1,7,0.125,0,0
1588,4,14,1,1,0.5,1,0
1588,7,14,6,2,0.75,0,1
1589,7,5,2,6,0.25,1,1
1589,13,9,2,6,0.25,0,1
1590,1,7,4,1,0.8,1,0
1591,12,1,7,0,1,1,0
1591,6,12,2,3,0.4,0,0
1592,6,2,5,0,1,0,0
1592,1,9,3,7,0.3,0,0
1593,15,3,1,6,0.142857143,0,1
1594,8,13,2,1,0.666666667,0,0
1594,5,8,1,0,1,0,0
1595,8,3,2,1,0.666666667,1,1
1595,5,13,1,0,1,0,0
1595,11,8,1,1,0.5,0,1
1597,7,1,3,2,0.6,1,0
1597,2,12,6,2,0.75,0,1
1597,15,7,1,0,1,0,0
1598,7,12,5,0,1,0,0
1598,2,10,4,4,0.5,0,0
1599,11,7,1,4,0.2,0,0
1600,7,2,2,5,0.285714286,0,0
1600,12,5,5,0,1,1,0
1600,4,11,3,6,0.333333333,0,0
1601,4,6,2,7,0.222222222,0,0
1602,6,2,2,0,1,0,0
1602,14,6,4,0,1,0,1
1603,1,10,6,3,0.666666667,1,0
1604,8,4,4,2,0.666666667,0,0
1604,11,1,1,1,0.5,0,1
1605,1,14,2,7,0.222222222,0,0
1605,8,15,4,2,0.666666667,0,1
1605,15,8,1,1,0.5,0,1
1607,8,11,4,0,1,0,1
1607,5,9,1,5,0.166666667,1,0
1607,14,7,4,0,1,0,1
1608,13,4,4,0,1,0,0
1608,5,12,3,3,0.5,1,0
1609,10,2,1,0,1,0,0
1610,15,4,4,2,0.666666667,0,0
1610,5,11,2,3,0.4,0,0
1611,7,13,4,3,0.571428571,0,0
1611,13,7,6,0,1,0,0
1612,7,1,5,2,0.714285714,1,0
1612,1,6,2,1,0.666666667,0,0
1613,14,4,5,1,0.833333333,1,0
1614,9,5,1,4,0.2,1,0
1614,1,8,1,0,1,0,1
1615,1,13,1,0,1,0,0
1615,9,11,5,0,1,0,0
1615,13,10,3,0,1,0,0
1617,7,13,3,1,0.75,0,0
1617,2,8,2,0,1,1,0
1617,11,9,1,4,0.2,0,0
1618,7,1,1,3,0.25,1,0
1618,14,3,2,3,0.4,0,0
1618,2,14,2,0,1,0,0
1620,8,5,1,7,0.125,0,0
1620,13,3,3,1,0.75,0,0
1620,5,7,1,0,1,1,1
1621,5,11,1,0,1,0,0
1621,8,11,7,1,0.875,0,1
1621,12,7,2,2,0.5,0,0
1623,10,3,2,5,0.285714286,0,0
1623,14,4,3,4,0.428571429,1,0
1623,4,7,1,0,1,0,0
1624,4,14,1,0,1,1,0
1624,10,13,6,1,0.857142857,0,0
1625,13,4,8,2,0.8,0,0
1626,6,5,2,3,0.4,1,1
1626,1,9,6,1,0.857142857,0,0
1626,14,7,6,4,0.6,0,1
1627,1,12,4,3,0.571428571,1,0
1627,6,14,2,3,0.4,0,1
1628,12,9,3,4,0.428571429,0,1
1629,2,13,2,6,0.25,1,1
1629,7,11,1,4,0.2,0,0
1630,7,1,3,2,0.6,1,0
1630,15,7,1,0,1,0,0
1631,14,4,1,0,1,1,0
1631,5,11,6,4,0.6,0,0
1632,7,3,1,8,0.111111111,0,0
1633,5,12,1,4,0.2,1,0
1633,15,10,6,0,1,0,0
1634,14,5,6,0,1,0,1
1634,8,15,2,3,0.4,0,1
1634,5,9,4,1,0.8,1,0
1635,8,3,1,4,0.2,1,1
1636,2,11,3,1,0.75,0,0
1636,13,8,1,0,1,0,0
1637,9,3,2,3,0.4,0,0
1638,11,3,1,0,1,1,1
1638,4,12,1,4,0.2,0,1
1638,9,11,2,3,0.4,0,0
1639,4,10,2,3,0.4,1,0
1640,11,4,3,4,0.428571429,0,0
1640,6,11,1,3,0.25,0,0
1641,4,13,4,3,0.571428571,0,0
1641,14,10,6,1,0.857142857,1,1
1642,10,11,1,1,0.5,0,0
1643,10,4,1,1,0.5,1,0
1643,2,8,4,0,1,1,0
1643,14,6,1,0,1,0,1
1644,15,3,1,0,1,0,1
1644,2,12,1,3,0.25,0,1
1645,7,1,1,1,0.5,1,0
1646,5,12,4,4,0.5,1,0
1646,7,15,1,1,0.5,0,0
1646,15,10,7,1,0.875,0,0
1648,9,3,4,3,0.571428571,0,0
1648,4,13,1,0,1,0,0
1648,11,9,7,1,0.875,0,0
1650,9,11,1,0,1,0,0
1650,4,7,6,1,0.857142857,0,0
1650,11,8,7,1,0.875,0,1
1652,7,5,3,1,0.75,1,1
1652,5,8,3,1,0.75,0,0
1652,15,10,4,4,0.5,0,0
1653,5,11,1,3,0.25,0,0
1653,7,14,2,2,0.5,0,1
1654,15,1,3,6,0.333333333,0,1
1655,6,12,3,0,1,0,0
1655,3,8,2,1,0.666666667,1,1
1656,15,5,4,0,1,0,0
1657,8,13,4,1,0.8,0,0
1657,5,10,1,2,0.333333333,0,1
1658,8,1,2,3,0.4,0,1
1658,14,2,9,0,1,0,0
1658,5,13,3,0,1,0,0
1660,6,1,3,4,0.428571429,0,0
1660,2,11,5,2,0.714285714,0,0
1660,11,10,3,0,1,0,0
1662,6,2,1,2,0.333333333,0,0
1662,3,15,1,6,0.142857143,0,1
1662,15,9,3,2,0.6,0,0
1664,6,12,8,2,0.8,0,0
1664,2,9,8,1,0.888888889,0,1
1664,13,7,1,4,0.2,0,0
1665,2,11,1,8,0.111111111,0,0
1666,11,3,4,5,0.444444444,1,1
1666,7,11,3,5,0.375,0,0
1667,7,3,1,7,0.125,0,0
1667,3,15,1,1,0.5,0,1
1667,12,10,7,2,0.777777778,0,0
1669,10,1,9,1,0.9,1,0
1669,1,12,3,2,0.6,1,0
1669,13,9,5,1,0.833333333,0,1
1670,10,15,9,1,0.9,0,0
1670,1,6,5,0,1,0,0
1671,13,7,1,3,0.25,0,0
1672,13,4,2,2,0.5,0,0
1672,9,13,4,1,0.8,0,1
1672,5,10,2,4,0.333333333,0,1
1674,7,14,1,4,0.2,0,1
1674,3,9,4,2,0.666666667,0,0
1674,13,9,3,2,0.6,0,1
1675,7,2,4,1,0.8,0,0
1676,15,1,3,1,0.75,0,1
1676,1,10,4,0,1,1,0
1677,7,1,1,0,1,1,0
1678,2,6,4,2,0.666666667,0,0
1678,11,8,1,0,1,0,1
1679,7,3,4,3,0.571428571,0,0
1679,2,11,3,3,0.5,0,0
1680,15,10,1,0,1,0,0
1681,7,1,3,0,1,1,0
1681,14,3,1,0,1,0,0
1681,3,14,2,1,0.666666667,0,0
1683,8,12,7,0,1,0,0
1683,3,9,1,0,1,0,0
1683,13,10,3,0,1,0,0
1685,7,13,5,3,0.625,0,0
1685,3,8,1,0,1,1,1
1685,11,10,1,0,1,0,0
1686,13,3,1,0,1,0,0
1686,3,12,1,0,1,0,0
1687,9,1,1,9,0.1,0,0
1688,1,11,1,5,0.166666667,0,1
1688,9,15,8,2,0.8,0,0
1688,12,6,2,1,0.666666667,0,0
1689,11,1,2,1,0.666666667,0,1
1690,7,2,1,1,0.5,0,0
1690,1,12,2,1,0.666666667,1,0
1691,15,5,7,1,0.875,0,0
1691,1,7,2,1,0.666666667,1,0
1692,9,1,8,0,1,0,0
1692,11,9,7,1,0.875,0,0
1693,2,15,5,0,1,0,0
1693,9,12,4,4,0.5,0,1
1694,13,6,1,7,0.125,0,0
1695,8,5,5,1,0.833333333,0,0
1695,12,2,2,6,0.25,0,1
1695,2,14,4,1,0.8,0,0
1696,8,12,5,1,0.833333333,0,0
1697,14,4,4,5,0.444444444,1,0
1697,4,12,3,5,0.375,0,1
1698,7,11,1,0,1,0,0
1698,13,10,9,0,1,0,0
1699,7,1,1,0,1,1,0
1699,5,9,1,4,0.2,1,0
1700,11,4,1,0,1,0,0
1700,5,12,2,3,0.4,1,0
1701,8,14,7,3,0.7,0,0
1701,11,8,1,0,1,0,1
1702,4,15,6,1,0.857142857,0,0
1703,9,1,5,2,0.714285714,0,0
1703,4,10,6,1,0.857142857,1,0
1703,12,8,1,8,0.111111111,0,0
1705,10,5,1,2,0.333333333,0,1
1705,3,6,1,5,0.166666667,0,0
1705,11,9,1,0,1,0,0
1706,13,3,1,0,1,0,0
1707,10,5,1,0,1,0,1
1707,3,9,1,3,0.25,0,0
1708,3,11,1,3,0.25,1,1
1708,11,9,2,0,1,0,0
1709,6,4,1,1,0.5,0,0
1710,14,2,2,0,1,0,0
1710,5,11,2,1,0.666666667,0,0
1710,6,12,1,1,0.5,0,0
1711,12,7,1,1,0.5,0,0
1712,8,5,8,1,0.888888889,0,0
1712,1,12,1,0,1,1,0
1713,8,15,1,8,0.111111111,0,1
1713,1,10,1,0,1,1,0
1713,11,6,2,1,0.666666667,0,0
1715,6,3,6,0,1,0,0
1715,15,2,8,0,1,0,0
1715,3,6,1,0,1,0,0
1716,6,13,2,4,0.333333333,0,0
1717,3,12,9,0,1,0,0
1717,11,6,3,0,1,0,0
1718,6,13,1,1,0.5,0,0
1719,6,2,2,0,1,0,0
1719,2,8,1,6,0.142857143,1,0
1719,11,6,2,0,1,0,0
1720,12,4,1,1,0.5,0,1
1721,8,13,2,1,0.666666667,0,0
1721,5,9,2,0,1,1,0
1722,8,5,1,2,0.333333333,0,0
1722,5,12,2,0,1,1,0
1722,14,8,2,3,0.4,0,0
1723,11,1,1,4,0.2,0,1
1724,7,4,8,1,0.888888889,0,0
1724,4,10,1,4,0.2,1,0
1725,4,13,5,0,1,0,0
1725,7,12,2,7,0.222222222,0,0
1725,13,8,1,1,0.5,0,0
1726,12,5,2,0,1,1,0
1727,7,4,7,2,0.777777778,0,0
1727,3,7,1,0,1,0,0
1728,3,11,1,0,1,1,1
1728,12,8,4,0,1,0,0
1729,7,2,2,0,1,0,0
1729,14,5,4,0,1,0,1
1730,1,8,3,4,0.428571429,0,1
1731,7,5,2,0,1,1,1
1731,12,1,5,1,0.833333333,1,0
1732,7,13,2,0,1,0,0
1732,4,6,7,2,0.777777778,0,0
1733,14,5,4,0,1,0,1
1734,3,11,5,0,1,1,1
1734,9,15,4,2,0.666666667,0,0
1735,9,2,3,3,0.5,0,1
1735,3,9,5,0,1,0,0
1735,13,9,1,1,0.5,0,1
1737,12,1,1,0,1,1,0
1737,2,14,2,5,0.285714286,0,0
1737,7,14,1,4,0.2,0,1
1738,14,9,1,0,1,0,0
1739,8,11,1,1,0.5,0,1
1739,4,7,7,3,0.7,0,0
1740,11,5,1,1,0.5,0,0
1740,4,15,5,5,0.5,0,0
1741,7,11,2,0,1,0,0
1741,14,7,1,1,0.5,0,1
1742,3,10,3,4,0.428571429,0,0
1743,8,1,3,3,0.5,0,1
1743,14,2,2,0,1,0,0
1743,3,11,6,1,0.857142857,1,1
1744,14,8,2,0,1,0,0
1745,8,3,4,1,0.8,1,1
1745,5,13,8,2,0.8,0,0
1746,8,15,4,1,0.8,0,1
1746,5,8,10,0,1,0,0
1746,11,8,2,3,0.4,0,1
1748,5,13,9,0,1,0,0
1748,7,15,3,1,0.75,0,0
1748,15,6,7,1,0.875,0,0
1749,7,4,4,0,1,0,0
1749,5,6,2,7,0.222222222,1,1
1750,14,8,4,0,1,0,0
1751,6,2,9,1,0.9,0,0
1751,14,1,1,3,0.25,0,0
1751,3,6,1,6,0.142857143,0,0
1752,3,13,4,3,0.571428571,0,0
1752,6,12,3,7,0.3,0,0
1753,13,1,8,0,1,0,0
1754,7,11,1,7,0.125,0,0
1754,5,9,1,1,0.5,1,0
1754,12,10,2,6,0.25,0,0
1755,7,3,7,1,0.875,0,0
1756,12,3,3,0,1,0,0
1756,5,14,1,1,0.5,0,1
1757,10,5,7,2,0.777777778,0,1
1757,5,7,2,0,1,1,1
1757,15,10,2,1,0.666666667,0,0
1758,10,12,6,3,0.666666667,0,0
1759,15,3,3,4,0.428571429,0,1
1759,3,10,8,0,1,0,0
1760,9,12,1,0,1,0,1
1761,11,3,8,1,0.888888889,1,1
1761,2,10,2,8,0.2,0,0
1762,9,15,5,2,0.714285714,0,0
1762,13,9,8,1,0.888888889,0,1
1763,9,3,7,0,1,0,0
1763,4,14,8,0,1,1,0
1764,13,3,4,5,0.444444444,0,0
1765,9,12,5,3,0.625,0,1
1765,5,9,1,5,0.166666667,1,0
1765,13,7,1,8,0.111111111,0,0
1766,9,5,6,2,0.75,1,0
1766,5,13,5,1,0.833333333,0,0
1767,14,5,4,1,0.8,0,1
1768,4,11,2,7,0.222222222,0,0
1768,7,14,5,0,1,0,1
1768,12,8,1,4,0.2,0,0
1770,8,5,1,1,0.5,0,0
1770,1,9,5,0,1,0,0
1770,14,8,2,0,1,0,0
1772,11,4,5,2,0.714285714,0,0
1772,3,12,9,1,0.9,0,0
1772,8,11,5,3,0.625,0,1
1773,8,3,4,4,0.5,1,1
1773,3,8,1,9,0.1,1,1
1773,14,9,7,0,1,0,0
1775,6,3,2,3,0.4,0,0
1775,3,6,4,3,0.571428571,0,0
1775,14,8,4,4,0.5,0,0
1776,3,13,5,2,0.714285714,0,0
1777,11,1,4,4,0.5,0,1
1777,6,13,5,2,0.714285714,0,0
1778,4,13,1,2,0.333333333,0,0
1779,15,2,2,1,0.666666667,0,0
1779,6,14,3,5,0.375,0,1
1780,6,1,4,4,0.5,0,0
1780,5,15,1,6,0.142857143,0,0
1780,12,9,2,1,0.666666667,0,1
1781,5,8,3,4,0.428571429,0,0
1782,9,5,1,1,0.5,1,0
1782,15,4,2,2,0.5,0,0
1783,2,13,2,7,0.222222222,1,1
1783,9,14,1,1,0.5,0,0
1784,13,9,1,1,0.5,0,1
1785,4,11,1,5,0.166666667,0,0
1785,9,12,1,1,0.5,0,1
1786,9,5,1,1,0.5,1,0
1786,11,5,5,3,0.625,0,0
1786,4,9,6,0,1,0,1
1787,15,10,8,0,1,0,0
1788,5,14,1,8,0.111111111,0,1
1788,7,11,4,3,0.571428571,0,0
1789,12,8,4,0,1,0,0
1790,11,4,1,3,0.25,0,0
1790,3,14,3,0,1,0,0
1790,8,12,4,0,1,0,0
1791,3,10,1,2,0.333333333,0,0
1792,10,1,1,1,0.5,1,0
1792,15,2,1,0,1,0,0
1793,5,8,1,0,1,0,0
1794,9,2,8,2,0.8,0,1
1794,11,3,2,1,0.666666667,1,1
1794,5,15,1,0,1,0,0
1795,9,13,8,2,0.8,0,1
1796,11,1,2,1,0.666666667,0,1
1796,5,10,2,3,0.4,0,1
1797,10,3,1,1,0.5,0,0
1797,15,8,1,2,0.333333333,0,1
1798,5,12,1,2,0.333333333,1,0
1799,6,13,3,1,0.75,0,0
1799,5,9,3,0,1,1,0
1799,15,10,6,1,0.857142857,0,0
1800,6,4,2,2,0.5,0,0
1801,4,7,5,1,0.833333333,0,0
1801,15,7,2,3,0.4,0,0
1802,4,13,1,5,0.166666667,0,0
1802,8,12,2,0,1,0,0
1803,15,10,2,3,0.4,0,0
1804,8,5,4,2,0.666666667,0,0
1804,1,10,8,1,0.888888889,1,0
1805,11,1,1,1,0.5,0,1
1805,1,15,7,2,0.777777778,0,1
1805,8,15,3,3,0.5,0,1
1807,7,15,5,4,0.555555556,0,0
1807,3,8,1,4,0.2,1,1
1807,13,9,2,1,0.666666667,0,1
1808,7,5,3,6,0.333333333,1,1
1808,13,2,1,2,0.333333333,1,1
1809,4,6,5,0,1,0,0
1810,11,3,1,0,1,1,1
1810,4,15,3,2,0.6,0,0
1810,8,15,4,6,0.4,0,1
1811,13,7,1,0,1,0,0
1812,6,1,1,0,1,0,0
1812,5,12,4,0,1,1,0
1813,13,7,2,3,0.4,0,0
1814,13,2,3,2,0.6,1,1
1814,9,15,7,1,0.875,0,0
1814,5,9,1,8,0.111111111,1,0
1815,5,13,2,7,0.222222222,0,0
1816,9,3,4,5,0.444444444,0,0
1816,12,6,2,0,1,0,0
1817,9,12,2,7,0.222222222,0,1
1817,1,9,1,0,1,0,0
1818,12,10,7,3,0.7,0,0
1819,14,4,7,3,0.7,1,0
1819,4,13,5,0,1,0,0
1819,10,11,1,0,1,0,0
1820,10,2,1,0,1,0,0
1820,4,9,1,4,0.2,0,1
1821,14,7,1,2,0.333333333,0,1
1822,9,4,1,3,0.25,0,1
1822,1,13,6,1,0.857142857,0,0
1823,9,12,4,0,1,0,1
1823,13,9,5,5,0.5,0,1
1824,1,10,1,5,0.166666667,1,0
1825,1,12,6,0,1,1,0
1825,9,12,4,3,0.571428571,0,1
1825,13,7,7,0,1,0,0
1826,9,2,7,0,1,0,1
1827,5,10,2,6,0.25,0,1
1827,14,8,3,6,0.333333333,0,0
1828,5,15,5,3,0.625,0,0
1828,7,12,7,2,0.777777778,0,0
1829,14,8,4,2,0.666666667,0,0
1830,9,3,1,1,0.5,0,0
1830,11,2,1,5,0.166666667,0,0
1830,5,12,4,5,0.444444444,1,0
1831,9,13,1,1,0.5,0,1
1831,5,9,6,3,0.666666667,1,0
1832,11,6,4,6,0.4,0,0
1833,12,4,5,5,0.5,0,1
1833,5,15,2,0,1,0,0
1833,6,12,3,3,0.5,0,0
1834,6,5,2,4,0.333333333,1,1
1834,5,6,2,0,1,1,1
1835,12,7,3,1,0.75,0,0
1836,10,2,3,1,0.75,0,0
1836,13,1,4,0,1,0,0
1836,1,14,4,4,0.5,0,0
1838,7,4,10,0,1,0,0
1838,1,13,2,0,1,0,0
1838,15,6,3,6,0.333333333,0,0
1839,11,5,3,6,0.333333333,0,0
1839,1,8,1,1,0.5,0,1
1840,7,12,1,6,0.142857143,0,0
1841,7,5,6,1,0.857142857,1,1
1841,13,5,6,3,0.666666667,0,0
1841,2,12,2,0,1,0,1
1842,2,10,2,0,1,0,0
1842,14,10,8,1,0.888888889,1,1
1843,9,11,7,2,0.777777778,0,0
1844,9,5,9,0,1,1,0
1844,15,4,4,5,0.444444444,0,0
1844,2,6,2,0,1,0,0
1846,8,4,1,0,1,0,0
1846,2,14,6,1,0.857142857,0,0
1846,11,9,2,2,0.5,0,0
1847,8,15,1,0,1,0,1
1847,2,6,1,6,0.142857143,0,0
1848,11,5,1,3,0.25,0,0
1849,5,14,9,1,0.9,0,1
1849,6,12,4,0,1,0,0
1849,11,7,1,3,0.25,0,0
1850,6,5,3,1,0.75,1,1
1851,14,3,1,7,0.125,0,0
1851,5,9,1,9,0.1,1,0
1852,10,2,8,0,1,0,0
1853,2,8,1,1,0.5,1,0
1853,13,6,1,0,1,0,0
1854,10,2,2,0,1,0,0
1854,14,1,1,0,1,0,0
1855,1,10,1,3,0.25,1,0
1856,6,3,5,0,1,0,0
1856,1,13,1,3,0.25,0,0
1856,14,9,1,0,1,0,0
1857,14,1,1,0,1,0,0
1857,6,12,3,2,0.6,0,0
1858,1,9,9,0,1,0,0
1859,9,4,1,1,0.5,0,1
1859,13,5,3,3,0.5,0,0
1859,1,15,9,0,1,0,1
1860,13,9,6,0,1,0,1
1861,7,14,1,9,0.1,0,1
1861,4,8,3,0,1,0,0
1862,14,4,1,3,0.25,1,0
1863,10,13,1,4,0.2,0,0
1863,3,8,1,4,0.2,1,1
1864,10,4,4,1,0.8,1,0
1864,3,11,4,1,0.8,1,1
1864,12,9,1,4,0.2,0,1
1865,13,2,2,3,0.4,1,1
1866,2,12,4,4,0.5,0,1
1866,9,13,2,8,0.2,0,1
1867,9,1,8,2,0.8,0,0
1867,14,4,2,7,0.222222222,1,0
1867,2,10,6,2,0.75,0,0
1869,4,11,4,0,1,0,0
1869,9,15,6,2,0.75,0,0
1869,11,7,5,0,1,0,0
1871,7,3,3,3,0.5,0,0
1871,5,7,3,7,0.3,1,1
1871,12,8,1,5,0.166666667,0,0
1873,14,1,2,6,0.25,0,0
1873,9,12,4,5,0.444444444,0,1
1873,2,7,4,3,0.571428571,0,0
1874,9,3,3,6,0.333333333,0,0
1875,14,3,1,7,0.125,0,0
1875,5,13,7,1,0.875,0,0
1876,7,5,1,2,0.333333333,1,1
1876,5,7,2,6,0.25,1,1
1876,13,10,3,5,0.375,0,0
1877,7,12,3,0,1,0,0
1878,4,8,5,4,0.555555556,0,0
1878,11,7,2,0,1,0,0
1879,11,3,1,1,0.5,1,1
1879,9,12,1,0,1,0,1
1880,2,11,1,3,0.25,0,0
1881,7,5,3,0,1,1,1
1881,12,10,3,1,0.75,0,0
1882,1,15,5,3,0.625,0,1
1882,7,15,2,1,0.666666667,0,0
1883,15,7,2,0,1,0,0
1884,10,2,4,0,1,0,0
1884,13,3,2,0,1,0,0
1884,1,7,5,2,0.714285714,1,0
1885,1,12,7,0,1,1,0
1885,10,13,2,2,0.5,0,0
1886,15,10,1,6,0.142857143,0,0
1887,7,5,2,1,0.666666667,1,1
1887,14,1,6,1,0.857142857,0,0
1887,3,15,1,6,0.142857143,0,1
1888,3,7,1,6,0.142857143,0,0
1889,8,3,8,2,0.8,1,1
1889,12,7,9,0,1,0,0
1890,8,15,2,8,0.2,0,1
1890,2,9,2,1,0.666666667,0,1
1891,13,4,8,2,0.8,0,0
1892,7,14,2,1,0.666666667,0,1
1892,2,9,2,0,1,0,1
1893,7,1,1,2,0.333333333,1,0
1893,2,14,1,1,0.5,0,0
1893,15,9,9,1,0.9,0,0
1894,11,4,3,7,0.3,0,0
1895,9,14,2,4,0.333333333,0,0
1895,2,9,3,0,1,0,1
1896,12,8,1,0,1,0,0
1897,10,1,1,2,0.333333333,1,0
1897,2,8,2,4,0.333333333,1,0
1898,11,1,5,3,0.625,0,1
1898,2,15,6,0,1,0,0
1898,10,12,1,2,0.333333333,0,0
1900,2,15,1,3,0.25,0,0
1900,6,15,5,0,1,0,0
1900,11,6,2,1,0.666666667,0,0
1901,6,3,3,2,0.6,0,0
1901,14,1,2,1,0.666666667,0,0
1902,2,8,1,9,0.1,1,0
1903,10,5,7,0,1,0,1
1903,13,8,6,3,0.666666667,0,0
1904,12,5,1,8,0.111111111,1,0
1904,1,14,9,1,0.9,0,0
1904,10,13,5,2,0.714285714,0,0
1906,7,5,1,1,0.5,1,1
1906,15,3,5,3,0.625,0,1
1906,3,7,2,0,1,0,0
1907,3,13,1,1,0.5,0,0
1907,7,13,2,0,1,0,0
1907,15,9,6,2,0.75,0,0
1909,3,14,1,2,0.333333333,0,0
1909,7,12,1,0,1,0,0
1909,13,8,9,1,0.9,0,0
1910,7,3,1,0,1,0,0
1910,3,7,3,0,1,0,0
1911,12,4,3,4,0.428571429,0,1
1912,6,12,1,1,0.5,0,0
1912,4,6,6,4,0.6,0,0
1912,12,7,6,1,0.857142857,0,0
1914,8,3,6,4,0.6,1,1
1914,1,9,4,3,0.571428571,0,0
1914,15,10,2,1,0.666666667,0,0
1915,11,1,3,0,1,0,1
1915,1,14,2,5,0.285714286,0,0
1916,6,1,2,0,1,0,0
1917,12,3,3,7,0.3,0,0
1917,5,12,3,1,0.75,1,0
1918,8,2,3,3,0.5,1,0
1918,5,10,3,1,0.75,0,1
1918,14,8,7,3,0.7,0,0
1920,14,2,1,4,0.2,0,0
1920,9,15,3,4,0.428571429,0,0
1920,1,7,1,1,0.5,1,0
1922,13,4,3,1,0.75,0,0
1922,4,11,4,4,0.5,0,0
1922,9,12,2,4,0.333333333,0,1
1923,12,8,3,1,0.75,0,0
1924,9,14,1,0,1,0,0
1924,1,9,3,0,1,0,0
1925,14,2,1,0,1,0,0
1926,8,15,9,1,0.9,0,1
1926,5,10,2,0,1,0,1
1926,11,6,1,0,1,0,0
1928,10,3,4,1,0.8,0,0
1928,3,14,1,4,0.2,0,0
1928,13,6,1,4,0.2,0,0
1929,12,3,3,2,0.6,0,0
1929,10,14,2,3,0.4,1,1
1930,3,10,2,5,0.285714286,0,0
1931,8,5,1,0,1,0,0
1931,15,10,3,0,1,0,0
1932,8,13,1,0,1,0,0
1932,3,10,2,3,0.4,0,0
1933,15,1,7,0,1,0,1
1933,3,14,5,0,1,0,0
1934,6,11,3,6,0.333333333,0,0
1934,13,7,2,5,0.285714286,0,0
1935,6,4,1,8,0.111111111,0,0
1935,3,11,7,0,1,1,1
1936,15,5,1,0,1,0,0
1937,8,3,1,0,1,1,1
1937,4,13,1,4,0.2,0,0
1938,4,9,4,1,0.8,0,1
1938,12,7,1,0,1,0,0
1939,10,5,1,1,0.5,0,1
1940,1,10,3,2,0.6,1,0
1940,13,9,5,4,0.555555556,0,1
1941,9,4,6,1,0.857142857,0,1
1941,12,5,8,1,0.888888889,1,0
1941,1,13,3,2,0.6,0,0
1943,6,1,1,0,1,0,0
1943,12,5,4,0,1,1,0
1943,2,6,8,1,0.888888889,0,0
1944,6,11,1,0,1,0,0
1944,11,8,1,3,0.25,0,1
1945,4,10,1,3,0.25,1,0
1946,9,3,2,5,0.285714286,0,0
1946,11,4,4,3,0.571428571,0,0
1946,4,14,4,0,1,1,0
1947,9,13,5,2,0.714285714,0,1
1947,15,6,4,3,0.571428571,0,0
1948,2,7,3,1,0.75,0,0
1949,13,4,1,7,0.125,0,0
1949,2,11,3,1,0.75,0,0
1949,7,11,2,0,1,0,0
1951,7,2,1,2,0.333333333,0,0
1951,3,10,3,6,0.333333333,0,0
1951,14,7,8,0,1,0,1
1953,5,15,4,5,0.444444444,0,0
1953,9,12,8,2,0.8,0,1
1953,12,9,1,0,1,0,1
1954,12,5,1,0,1,1,0
1954,5,10,7,2,0.777777778,0,1
1955,7,11,1,0,1,0,0
1956,14,5,6,2,0.75,0,1
1956,5,7,6,2,0.75,1,1
1957,5,14,3,5,0.375,0,1
1957,7,13,8,1,0.888888889,0,0
1958,7,4,4,5,0.444444444,0,0
1958,11,2,2,4,0.333333333,0,0
1959,3,6,4,2,0.666666667,0,0
1959,15,7,4,2,0.666666667,0,0
1960,8,3,6,3,0.666666667,1,1
1960,3,12,4,2,0.666666667,0,0
1961,11,5,1,3,0.25,0,0
1961,8,11,1,8,0.111111111,0,1
1962,4,13,1,0,1,0,0
1963,13,3,4,1,0.8,0,0
1963,8,13,4,5,0.444444444,0,0
1963,4,6,1,0,1,0,0
1964,12,9,4,1,0.8,0,1
1965,10,13,3,1,0.75,0,0
1965,4,8,3,2,0.6,0,0
1966,4,12,2,3,0.4,0,1
1966,15,6,2,4,0.333333333,0,0
1967,10,5,3,2,0.6,0,1
1968,4,14,2,5,0.285714286,1,0
1968,13,9,6,0,1,0,1
1969,14,4,5,1,0.833333333,1,0
1969,8,15,6,0,1,0,1
1970,1,12,6,0,1,1,0
1971,10,1,4,6,0.4,1,0
1971,1,9,5,1,0.833333333,0,0
1971,13,8,3,0,1,0,0
1972,11,4,1,2,0.333333333,0,0
1973,2,13,4,4,0.5,1,1
1973,9,14,5,4,0.555555556,0,0
1974,9,1,9,0,1,0,0
1974,2,9,2,6,0.25,0,1
1974,13,10,3,0,1,0,0
1976,14,2,1,3,0.25,0,0
1976,10,14,3,3,0.5,1,1
1976,1,7,2,2,0.5,1,0
1977,10,3,2,4,0.333333333,0,0
1977,1,14,1,3,0.25,0,0
1977,15,9,1,3,0.25,0,0
1979,11,1,7,3,0.7,0,1
1979,9,11,1,0,1,0,0
1979,3,8,2,3,0.4,1,1
1981,8,13,1,2,0.333333333,0,0
1981,2,6,1,1,0.5,0,0
1981,13,7,1,4,0.2,0,0
1982,8,4,1,2,0.333333333,0,0
1983,11,3,2,3,0.4,1,1
1983,1,12,1,1,0.5,1,0
1984,9,12,1,5,0.166666667,0,1
1985,9,3,3,3,0.5,0,0
1985,11,2,2,3,0.4,0,0
1985,1,13,2,3,0.4,0,0
1986,1,7,1,4,0.2,1,0
1987,13,3,7,0,1,0,0
1987,9,13,1,1,0.5,0,1
